"Subject","Body","From: (Name)","From: (Address)","From: (Type)","To: (Name)","To: (Address)","To: (Type)","CC: (Name)","CC: (Address)","CC: (Type)","BCC: (Name)","BCC: (Address)","BCC: (Type)","Billing Information","Categories","Importance","Mileage","Sensitivity"
"ATHENIA: intrusion On Channel D4 ","This is an automatically generated e-mail from your NVR.

EVENT TYPE:    intrusion
EVENT TIME:    2024-04-24,13:18:42
NVR NAME:      ATHENIA
NVR S/N:       1620230818CCRRAF3215194WCVU
CAMERA NAME(NUM):   AFT(D4)  
","ATHENIA","v.sight@io3.sg","SMTP","athcctv;Terence Yow","/o=ExchangeLabs/ou=Exchange Administrative Group (FYDIBOHF23SPDLT)/cn=Recipients/cn=8d7d27f017d14eb8a01ba718af68825b-athcctv@ken;ty@io3.sg","EX;SMTP",,,,,,,,,"Normal",,"Normal"
"ATHENIA: intrusion On Channel D4 ","This is an automatically generated e-mail from your NVR.

EVENT TYPE:    intrusion
EVENT TIME:    2024-04-24,13:09:29
NVR NAME:      ATHENIA
NVR S/N:       1620230818CCRRAF3215194WCVU
CAMERA NAME(NUM):   AFT(D4)  
","ATHENIA","v.sight@io3.sg","SMTP","athcctv;Terence Yow","/o=ExchangeLabs/ou=Exchange Administrative Group (FYDIBOHF23SPDLT)/cn=Recipients/cn=8d7d27f017d14eb8a01ba718af68825b-athcctv@ken;ty@io3.sg","EX;SMTP",,,,,,,,,"Normal",,"Normal"
"ATHENIA: intrusion On Channel D4 ","This is an automatically generated e-mail from your NVR.

EVENT TYPE:    intrusion
EVENT TIME:    2024-04-24,13:07:19
NVR NAME:      ATHENIA
NVR S/N:       1620230818CCRRAF3215194WCVU
CAMERA NAME(NUM):   AFT(D4)  
","ATHENIA","v.sight@io3.sg","SMTP","athcctv;Terence Yow","/o=ExchangeLabs/ou=Exchange Administrative Group (FYDIBOHF23SPDLT)/cn=Recipients/cn=8d7d27f017d14eb8a01ba718af68825b-athcctv@ken;ty@io3.sg","EX;SMTP",,,,,,,,,"Normal",,"Normal"
"ATHENIA: intrusion On Channel D4 ","This is an automatically generated e-mail from your NVR.

EVENT TYPE:    intrusion
EVENT TIME:    2024-04-24,13:06:32
NVR NAME:      ATHENIA
NVR S/N:       1620230818CCRRAF3215194WCVU
CAMERA NAME(NUM):   AFT(D4)  
","ATHENIA","v.sight@io3.sg","SMTP","athcctv;Terence Yow","/o=ExchangeLabs/ou=Exchange Administrative Group (FYDIBOHF23SPDLT)/cn=Recipients/cn=8d7d27f017d14eb8a01ba718af68825b-athcctv@ken;ty@io3.sg","EX;SMTP",,,,,,,,,"Normal",,"Normal"
"ATHENIA: intrusion On Channel D4 ","This is an automatically generated e-mail from your NVR.

EVENT TYPE:    intrusion
EVENT TIME:    2024-04-24,13:06:14
NVR NAME:      ATHENIA
NVR S/N:       1620230818CCRRAF3215194WCVU
CAMERA NAME(NUM):   AFT(D4)  
","ATHENIA","v.sight@io3.sg","SMTP","athcctv;Terence Yow","/o=ExchangeLabs/ou=Exchange Administrative Group (FYDIBOHF23SPDLT)/cn=Recipients/cn=8d7d27f017d14eb8a01ba718af68825b-athcctv@ken;ty@io3.sg","EX;SMTP",,,,,,,,,"Normal",,"Normal"
"ATHENIA: intrusion On Channel D4 ","This is an automatically generated e-mail from your NVR.

EVENT TYPE:    intrusion
EVENT TIME:    2024-04-24,13:05:43
NVR NAME:      ATHENIA
NVR S/N:       1620230818CCRRAF3215194WCVU
CAMERA NAME(NUM):   AFT(D4)  
","ATHENIA","v.sight@io3.sg","SMTP","athcctv;Terence Yow","/o=ExchangeLabs/ou=Exchange Administrative Group (FYDIBOHF23SPDLT)/cn=Recipients/cn=8d7d27f017d14eb8a01ba718af68825b-athcctv@ken;ty@io3.sg","EX;SMTP",,,,,,,,,"Normal",,"Normal"
"ATHENIA: intrusion On Channel D4 ","This is an automatically generated e-mail from your NVR.

EVENT TYPE:    intrusion
EVENT TIME:    2024-04-24,13:05:18
NVR NAME:      ATHENIA
NVR S/N:       1620230818CCRRAF3215194WCVU
CAMERA NAME(NUM):   AFT(D4)  
","ATHENIA","v.sight@io3.sg","SMTP","athcctv;Terence Yow","/o=ExchangeLabs/ou=Exchange Administrative Group (FYDIBOHF23SPDLT)/cn=Recipients/cn=8d7d27f017d14eb8a01ba718af68825b-athcctv@ken;ty@io3.sg","EX;SMTP",,,,,,,,,"Normal",,"Normal"
"ATHENIA: intrusion On Channel D4 ","This is an automatically generated e-mail from your NVR.

EVENT TYPE:    intrusion
EVENT TIME:    2024-04-24,13:05:10
NVR NAME:      ATHENIA
NVR S/N:       1620230818CCRRAF3215194WCVU
CAMERA NAME(NUM):   AFT(D4)  
","ATHENIA","v.sight@io3.sg","SMTP","athcctv;Terence Yow","/o=ExchangeLabs/ou=Exchange Administrative Group (FYDIBOHF23SPDLT)/cn=Recipients/cn=8d7d27f017d14eb8a01ba718af68825b-athcctv@ken;ty@io3.sg","EX;SMTP",,,,,,,,,"Normal",,"Normal"
"ATHENIA: intrusion On Channel D4 ","This is an automatically generated e-mail from your NVR.

EVENT TYPE:    intrusion
EVENT TIME:    2024-04-24,13:03:36
NVR NAME:      ATHENIA
NVR S/N:       1620230818CCRRAF3215194WCVU
CAMERA NAME(NUM):   AFT(D4)  
","ATHENIA","v.sight@io3.sg","SMTP","athcctv;Terence Yow","/o=ExchangeLabs/ou=Exchange Administrative Group (FYDIBOHF23SPDLT)/cn=Recipients/cn=8d7d27f017d14eb8a01ba718af68825b-athcctv@ken;ty@io3.sg","EX;SMTP",,,,,,,,,"Normal",,"Normal"
"ATHENIA: intrusion On Channel D4 ","This is an automatically generated e-mail from your NVR.

EVENT TYPE:    intrusion
EVENT TIME:    2024-04-24,13:03:04
NVR NAME:      ATHENIA
NVR S/N:       1620230818CCRRAF3215194WCVU
CAMERA NAME(NUM):   AFT(D4)  
","ATHENIA","v.sight@io3.sg","SMTP","athcctv;Terence Yow","/o=ExchangeLabs/ou=Exchange Administrative Group (FYDIBOHF23SPDLT)/cn=Recipients/cn=8d7d27f017d14eb8a01ba718af68825b-athcctv@ken;ty@io3.sg","EX;SMTP",,,,,,,,,"Normal",,"Normal"
"ATHENIA: intrusion On Channel D4 ","This is an automatically generated e-mail from your NVR.

EVENT TYPE:    intrusion
EVENT TIME:    2024-04-24,13:02:53
NVR NAME:      ATHENIA
NVR S/N:       1620230818CCRRAF3215194WCVU
CAMERA NAME(NUM):   AFT(D4)  
","ATHENIA","v.sight@io3.sg","SMTP","athcctv;Terence Yow","/o=ExchangeLabs/ou=Exchange Administrative Group (FYDIBOHF23SPDLT)/cn=Recipients/cn=8d7d27f017d14eb8a01ba718af68825b-athcctv@ken;ty@io3.sg","EX;SMTP",,,,,,,,,"Normal",,"Normal"
"ATHENIA: intrusion On Channel D4 ","This is an automatically generated e-mail from your NVR.

EVENT TYPE:    intrusion
EVENT TIME:    2024-04-24,13:01:08
NVR NAME:      ATHENIA
NVR S/N:       1620230818CCRRAF3215194WCVU
CAMERA NAME(NUM):   AFT(D4)  
","ATHENIA","v.sight@io3.sg","SMTP","athcctv;Terence Yow","/o=ExchangeLabs/ou=Exchange Administrative Group (FYDIBOHF23SPDLT)/cn=Recipients/cn=8d7d27f017d14eb8a01ba718af68825b-athcctv@ken;ty@io3.sg","EX;SMTP",,,,,,,,,"Normal",,"Normal"
"ATHENIA: intrusion On Channel D4 ","This is an automatically generated e-mail from your NVR.

EVENT TYPE:    intrusion
EVENT TIME:    2024-04-24,13:01:00
NVR NAME:      ATHENIA
NVR S/N:       1620230818CCRRAF3215194WCVU
CAMERA NAME(NUM):   AFT(D4)  
","ATHENIA","v.sight@io3.sg","SMTP","athcctv;Terence Yow","/o=ExchangeLabs/ou=Exchange Administrative Group (FYDIBOHF23SPDLT)/cn=Recipients/cn=8d7d27f017d14eb8a01ba718af68825b-athcctv@ken;ty@io3.sg","EX;SMTP",,,,,,,,,"Normal",,"Normal"
"ATHENIA: intrusion On Channel D4 ","This is an automatically generated e-mail from your NVR.

EVENT TYPE:    intrusion
EVENT TIME:    2024-04-24,13:00:51
NVR NAME:      ATHENIA
NVR S/N:       1620230818CCRRAF3215194WCVU
CAMERA NAME(NUM):   AFT(D4)  
","ATHENIA","v.sight@io3.sg","SMTP","athcctv;Terence Yow","/o=ExchangeLabs/ou=Exchange Administrative Group (FYDIBOHF23SPDLT)/cn=Recipients/cn=8d7d27f017d14eb8a01ba718af68825b-athcctv@ken;ty@io3.sg","EX;SMTP",,,,,,,,,"Normal",,"Normal"
"ATHENIA: intrusion On Channel D4 ","This is an automatically generated e-mail from your NVR.

EVENT TYPE:    intrusion
EVENT TIME:    2024-04-24,13:00:35
NVR NAME:      ATHENIA
NVR S/N:       1620230818CCRRAF3215194WCVU
CAMERA NAME(NUM):   AFT(D4)  
","ATHENIA","v.sight@io3.sg","SMTP","athcctv;Terence Yow","/o=ExchangeLabs/ou=Exchange Administrative Group (FYDIBOHF23SPDLT)/cn=Recipients/cn=8d7d27f017d14eb8a01ba718af68825b-athcctv@ken;ty@io3.sg","EX;SMTP",,,,,,,,,"Normal",,"Normal"
"ATHENIA: intrusion On Channel D4 ","This is an automatically generated e-mail from your NVR.

EVENT TYPE:    intrusion
EVENT TIME:    2024-04-24,13:00:22
NVR NAME:      ATHENIA
NVR S/N:       1620230818CCRRAF3215194WCVU
CAMERA NAME(NUM):   AFT(D4)  
","ATHENIA","v.sight@io3.sg","SMTP","athcctv;Terence Yow","/o=ExchangeLabs/ou=Exchange Administrative Group (FYDIBOHF23SPDLT)/cn=Recipients/cn=8d7d27f017d14eb8a01ba718af68825b-athcctv@ken;ty@io3.sg","EX;SMTP",,,,,,,,,"Normal",,"Normal"
"ATHENIA: intrusion On Channel D4 ","This is an automatically generated e-mail from your NVR.

EVENT TYPE:    intrusion
EVENT TIME:    2024-04-24,13:00:09
NVR NAME:      ATHENIA
NVR S/N:       1620230818CCRRAF3215194WCVU
CAMERA NAME(NUM):   AFT(D4)  
","ATHENIA","v.sight@io3.sg","SMTP","athcctv;Terence Yow","/o=ExchangeLabs/ou=Exchange Administrative Group (FYDIBOHF23SPDLT)/cn=Recipients/cn=8d7d27f017d14eb8a01ba718af68825b-athcctv@ken;ty@io3.sg","EX;SMTP",,,,,,,,,"Normal",,"Normal"
"ATHENIA: intrusion On Channel D4 ","This is an automatically generated e-mail from your NVR.

EVENT TYPE:    intrusion
EVENT TIME:    2024-04-24,12:59:42
NVR NAME:      ATHENIA
NVR S/N:       1620230818CCRRAF3215194WCVU
CAMERA NAME(NUM):   AFT(D4)  
","ATHENIA","v.sight@io3.sg","SMTP","athcctv;Terence Yow","/o=ExchangeLabs/ou=Exchange Administrative Group (FYDIBOHF23SPDLT)/cn=Recipients/cn=8d7d27f017d14eb8a01ba718af68825b-athcctv@ken;ty@io3.sg","EX;SMTP",,,,,,,,,"Normal",,"Normal"
"ATHENIA: intrusion On Channel D4 ","This is an automatically generated e-mail from your NVR.

EVENT TYPE:    intrusion
EVENT TIME:    2024-04-24,12:59:34
NVR NAME:      ATHENIA
NVR S/N:       1620230818CCRRAF3215194WCVU
CAMERA NAME(NUM):   AFT(D4)  
","ATHENIA","v.sight@io3.sg","SMTP","athcctv;Terence Yow","/o=ExchangeLabs/ou=Exchange Administrative Group (FYDIBOHF23SPDLT)/cn=Recipients/cn=8d7d27f017d14eb8a01ba718af68825b-athcctv@ken;ty@io3.sg","EX;SMTP",,,,,,,,,"Normal",,"Normal"
"ATHENIA: intrusion On Channel D4 ","This is an automatically generated e-mail from your NVR.

EVENT TYPE:    intrusion
EVENT TIME:    2024-04-24,12:59:12
NVR NAME:      ATHENIA
NVR S/N:       1620230818CCRRAF3215194WCVU
CAMERA NAME(NUM):   AFT(D4)  
","ATHENIA","v.sight@io3.sg","SMTP","athcctv;Terence Yow","/o=ExchangeLabs/ou=Exchange Administrative Group (FYDIBOHF23SPDLT)/cn=Recipients/cn=8d7d27f017d14eb8a01ba718af68825b-athcctv@ken;ty@io3.sg","EX;SMTP",,,,,,,,,"Normal",,"Normal"
"ATHENIA: intrusion On Channel D4 ","This is an automatically generated e-mail from your NVR.

EVENT TYPE:    intrusion
EVENT TIME:    2024-04-24,12:59:05
NVR NAME:      ATHENIA
NVR S/N:       1620230818CCRRAF3215194WCVU
CAMERA NAME(NUM):   AFT(D4)  
","ATHENIA","v.sight@io3.sg","SMTP","athcctv;Terence Yow","/o=ExchangeLabs/ou=Exchange Administrative Group (FYDIBOHF23SPDLT)/cn=Recipients/cn=8d7d27f017d14eb8a01ba718af68825b-athcctv@ken;ty@io3.sg","EX;SMTP",,,,,,,,,"Normal",,"Normal"
"ATHENIA: intrusion On Channel D4 ","This is an automatically generated e-mail from your NVR.

EVENT TYPE:    intrusion
EVENT TIME:    2024-04-24,12:58:31
NVR NAME:      ATHENIA
NVR S/N:       1620230818CCRRAF3215194WCVU
CAMERA NAME(NUM):   AFT(D4)  
","ATHENIA","v.sight@io3.sg","SMTP","athcctv;Terence Yow","/o=ExchangeLabs/ou=Exchange Administrative Group (FYDIBOHF23SPDLT)/cn=Recipients/cn=8d7d27f017d14eb8a01ba718af68825b-athcctv@ken;ty@io3.sg","EX;SMTP",,,,,,,,,"Normal",,"Normal"
"ATHENIA: intrusion On Channel D4 ","This is an automatically generated e-mail from your NVR.

EVENT TYPE:    intrusion
EVENT TIME:    2024-04-24,12:58:13
NVR NAME:      ATHENIA
NVR S/N:       1620230818CCRRAF3215194WCVU
CAMERA NAME(NUM):   AFT(D4)  
","ATHENIA","v.sight@io3.sg","SMTP","athcctv;Terence Yow","/o=ExchangeLabs/ou=Exchange Administrative Group (FYDIBOHF23SPDLT)/cn=Recipients/cn=8d7d27f017d14eb8a01ba718af68825b-athcctv@ken;ty@io3.sg","EX;SMTP",,,,,,,,,"Normal",,"Normal"
"ATHENIA: intrusion On Channel D3 ","This is an automatically generated e-mail from your NVR.

EVENT TYPE:    intrusion
EVENT TIME:    2024-04-24,12:57:39
NVR NAME:      ATHENIA
NVR S/N:       1620230818CCRRAF3215194WCVU
CAMERA NAME(NUM):   Nav Bridge Stbd(D3)  
","ATHENIA","v.sight@io3.sg","SMTP","athcctv;Terence Yow","/o=ExchangeLabs/ou=Exchange Administrative Group (FYDIBOHF23SPDLT)/cn=Recipients/cn=8d7d27f017d14eb8a01ba718af68825b-athcctv@ken;ty@io3.sg","EX;SMTP",,,,,,,,,"Normal",,"Normal"
"ATHENIA: intrusion On Channel D4 ","This is an automatically generated e-mail from your NVR.

EVENT TYPE:    intrusion
EVENT TIME:    2024-04-24,12:52:37
NVR NAME:      ATHENIA
NVR S/N:       1620230818CCRRAF3215194WCVU
CAMERA NAME(NUM):   AFT(D4)  
","ATHENIA","v.sight@io3.sg","SMTP","athcctv;Terence Yow","/o=ExchangeLabs/ou=Exchange Administrative Group (FYDIBOHF23SPDLT)/cn=Recipients/cn=8d7d27f017d14eb8a01ba718af68825b-athcctv@ken;ty@io3.sg","EX;SMTP",,,,,,,,,"Normal",,"Normal"
"ATHENIA: intrusion On Channel D4 ","This is an automatically generated e-mail from your NVR.

EVENT TYPE:    intrusion
EVENT TIME:    2024-04-24,12:45:41
NVR NAME:      ATHENIA
NVR S/N:       1620230818CCRRAF3215194WCVU
CAMERA NAME(NUM):   AFT(D4)  
","ATHENIA","v.sight@io3.sg","SMTP","athcctv;Terence Yow","/o=ExchangeLabs/ou=Exchange Administrative Group (FYDIBOHF23SPDLT)/cn=Recipients/cn=8d7d27f017d14eb8a01ba718af68825b-athcctv@ken;ty@io3.sg","EX;SMTP",,,,,,,,,"Normal",,"Normal"
"ATHENIA: intrusion On Channel D4 ","This is an automatically generated e-mail from your NVR.

EVENT TYPE:    intrusion
EVENT TIME:    2024-04-24,12:43:02
NVR NAME:      ATHENIA
NVR S/N:       1620230818CCRRAF3215194WCVU
CAMERA NAME(NUM):   AFT(D4)  
","ATHENIA","v.sight@io3.sg","SMTP","athcctv;Terence Yow","/o=ExchangeLabs/ou=Exchange Administrative Group (FYDIBOHF23SPDLT)/cn=Recipients/cn=8d7d27f017d14eb8a01ba718af68825b-athcctv@ken;ty@io3.sg","EX;SMTP",,,,,,,,,"Normal",,"Normal"
"ATHENIA: intrusion On Channel D4 ","This is an automatically generated e-mail from your NVR.

EVENT TYPE:    intrusion
EVENT TIME:    2024-04-24,12:37:22
NVR NAME:      ATHENIA
NVR S/N:       1620230818CCRRAF3215194WCVU
CAMERA NAME(NUM):   AFT(D4)  
","ATHENIA","v.sight@io3.sg","SMTP","athcctv;Terence Yow","/o=ExchangeLabs/ou=Exchange Administrative Group (FYDIBOHF23SPDLT)/cn=Recipients/cn=8d7d27f017d14eb8a01ba718af68825b-athcctv@ken;ty@io3.sg","EX;SMTP",,,,,,,,,"Normal",,"Normal"
"ATHENIA: intrusion On Channel D4 ","This is an automatically generated e-mail from your NVR.

EVENT TYPE:    intrusion
EVENT TIME:    2024-04-24,12:35:11
NVR NAME:      ATHENIA
NVR S/N:       1620230818CCRRAF3215194WCVU
CAMERA NAME(NUM):   AFT(D4)  
","ATHENIA","v.sight@io3.sg","SMTP","athcctv;Terence Yow","/o=ExchangeLabs/ou=Exchange Administrative Group (FYDIBOHF23SPDLT)/cn=Recipients/cn=8d7d27f017d14eb8a01ba718af68825b-athcctv@ken;ty@io3.sg","EX;SMTP",,,,,,,,,"Normal",,"Normal"
"ATHENIA: intrusion On Channel D1 ","This is an automatically generated e-mail from your NVR.

EVENT TYPE:    intrusion
EVENT TIME:    2024-04-24,12:25:48
NVR NAME:      ATHENIA
NVR S/N:       1620230818CCRRAF3215194WCVU
CAMERA NAME(NUM):   Nav Bridge Port(D1)  
","ATHENIA","v.sight@io3.sg","SMTP","athcctv;Terence Yow","/o=ExchangeLabs/ou=Exchange Administrative Group (FYDIBOHF23SPDLT)/cn=Recipients/cn=8d7d27f017d14eb8a01ba718af68825b-athcctv@ken;ty@io3.sg","EX;SMTP",,,,,,,,,"Normal",,"Normal"
"ATHENIA: intrusion On Channel D4 ","This is an automatically generated e-mail from your NVR.

EVENT TYPE:    intrusion
EVENT TIME:    2024-04-24,12:12:17
NVR NAME:      ATHENIA
NVR S/N:       1620230818CCRRAF3215194WCVU
CAMERA NAME(NUM):   AFT(D4)  
","ATHENIA","v.sight@io3.sg","SMTP","athcctv;Terence Yow","/o=ExchangeLabs/ou=Exchange Administrative Group (FYDIBOHF23SPDLT)/cn=Recipients/cn=8d7d27f017d14eb8a01ba718af68825b-athcctv@ken;ty@io3.sg","EX;SMTP",,,,,,,,,"Normal",,"Normal"
"ATHENIA: intrusion On Channel D4 ","This is an automatically generated e-mail from your NVR.

EVENT TYPE:    intrusion
EVENT TIME:    2024-04-24,12:11:53
NVR NAME:      ATHENIA
NVR S/N:       1620230818CCRRAF3215194WCVU
CAMERA NAME(NUM):   AFT(D4)  
","ATHENIA","v.sight@io3.sg","SMTP","athcctv;Terence Yow","/o=ExchangeLabs/ou=Exchange Administrative Group (FYDIBOHF23SPDLT)/cn=Recipients/cn=8d7d27f017d14eb8a01ba718af68825b-athcctv@ken;ty@io3.sg","EX;SMTP",,,,,,,,,"Normal",,"Normal"
"ATHENIA: intrusion On Channel D4 ","This is an automatically generated e-mail from your NVR.

EVENT TYPE:    intrusion
EVENT TIME:    2024-04-24,12:07:50
NVR NAME:      ATHENIA
NVR S/N:       1620230818CCRRAF3215194WCVU
CAMERA NAME(NUM):   AFT(D4)  
","ATHENIA","v.sight@io3.sg","SMTP","athcctv;Terence Yow","/o=ExchangeLabs/ou=Exchange Administrative Group (FYDIBOHF23SPDLT)/cn=Recipients/cn=8d7d27f017d14eb8a01ba718af68825b-athcctv@ken;ty@io3.sg","EX;SMTP",,,,,,,,,"Normal",,"Normal"
"ATHENIA: intrusion On Channel D4 ","This is an automatically generated e-mail from your NVR.

EVENT TYPE:    intrusion
EVENT TIME:    2024-04-24,12:07:28
NVR NAME:      ATHENIA
NVR S/N:       1620230818CCRRAF3215194WCVU
CAMERA NAME(NUM):   AFT(D4)  
","ATHENIA","v.sight@io3.sg","SMTP","athcctv;Terence Yow","/o=ExchangeLabs/ou=Exchange Administrative Group (FYDIBOHF23SPDLT)/cn=Recipients/cn=8d7d27f017d14eb8a01ba718af68825b-athcctv@ken;ty@io3.sg","EX;SMTP",,,,,,,,,"Normal",,"Normal"
"ATHENIA: intrusion On Channel D1 ","This is an automatically generated e-mail from your NVR.

EVENT TYPE:    intrusion
EVENT TIME:    2024-04-24,11:51:19
NVR NAME:      ATHENIA
NVR S/N:       1620230818CCRRAF3215194WCVU
CAMERA NAME(NUM):   Nav Bridge Port(D1)  
","ATHENIA","v.sight@io3.sg","SMTP","athcctv;Terence Yow","/o=ExchangeLabs/ou=Exchange Administrative Group (FYDIBOHF23SPDLT)/cn=Recipients/cn=8d7d27f017d14eb8a01ba718af68825b-athcctv@ken;ty@io3.sg","EX;SMTP",,,,,,,,,"Normal",,"Normal"
"ATHENIA: intrusion On Channel D4 ","This is an automatically generated e-mail from your NVR.

EVENT TYPE:    intrusion
EVENT TIME:    2024-04-24,11:40:27
NVR NAME:      ATHENIA
NVR S/N:       1620230818CCRRAF3215194WCVU
CAMERA NAME(NUM):   AFT(D4)  
","ATHENIA","v.sight@io3.sg","SMTP","athcctv;Terence Yow","/o=ExchangeLabs/ou=Exchange Administrative Group (FYDIBOHF23SPDLT)/cn=Recipients/cn=8d7d27f017d14eb8a01ba718af68825b-athcctv@ken;ty@io3.sg","EX;SMTP",,,,,,,,,"Normal",,"Normal"
